Rank,Pollster,Pollster Rating ID,Polls Analyzed,NCPP/AAPOR/Roper,Banned by 538,Predictive Plus-Minus,538 Grade,Mean-Reverted Bias,Races Called Correctly,Misses Outside MOE,Simple Average Error,Simple Expected Error,Simple Plus-Minus,Advanced Plus-Minus,Mean-Reverted Advanced Plus Minus,# of Polls for Bias Analysis,Bias,House Effect,Average Distance from Polling Average (ADPA),Herding Penalty
274,Strategic Research Associates,462,5,no,no,0.603664164,B/C,0.374789416,0.8,0.2,5.041973877,5.698348744,-0.651520526,0.406173533,0.078680259,5,1.934786987,0.051638156,3.249998093,0.359002238
275,Pasquines,552,1,no,no,0.605038867,B/C,,1,0,10.38766098,9.457199369,0.935315951,-0.321463295,-0.012826467,0,,,,0
276,Rhode Island College,285,5,no,no,0.605265157,B/C,-0.130959943,1,0.2,6.078450394,5.643182177,0.440122557,-0.120733852,-0.013239873,4,-1.535097599,-0.766666667,3.899063505,0.677609088
277,Benenson Strategy Group,30,11,no,no,0.605386233,B/C,1.073700341,0.681818182,0.272727273,6.616428722,5.982649615,0.638633448,0.805080135,0.175229087,11,4.933055531,6.076555564,9.891467459,0
278,Canisius College,43,1,no,no,0.607746197,B/C,,1,0,0.053726196,9.408736251,-9.350155714,-7.814129175,-0.133611901,0,,,,0
279,Central Surveys Inc.,46,1,no,no,0.607746197,B/C,0.028512627,0,0,1.667526245,4.926187361,-3.253806775,-2.185356381,-0.037366879,1,1.667526245,2.25263174,,0
280,Clarus Research Group,53,3,no,no,0.607940232,B/C,0.304195114,1,0.333333333,6.774649302,5.256346821,1.523156821,0.361930254,0.027147135,3,4.055581411,2.230769231,,0
281,ASA Marketing Group,5,1,no,no,0.609291217,B/C,0.109183464,1,0,5.537536621,5.337060582,0.20533038,-1.515833976,-0.029887659,1,5.537536621,,,0
282,Big Ten,31,10,no,no,0.609635179,B/C,0.801719928,1,0.2,4.693703461,4.686770197,0.011787604,0.789062129,0.148877237,10,4.249184418,5.247590615,5.429372336,0
283,Frank N. Magid Associates Inc.,105,5,no,no,0.609697137,B/C,0.442416274,0.8,0.4,6.323271942,5.399626511,0.928499772,0.127010368,0.008886452,5,6.323271942,-0.04,5.126399402,0.210031713
284,Purple Strategies,265,4,no,no,0.61055767,B/C,-0.333536261,0.875,0,3.015741348,4.333702658,-1.313106969,-0.685928233,-0.075862586,4,-3.015741348,-0.151845748,2.24081628,1.294884552
285,Triumph Campaigns,339,1,no,no,0.611327152,B/C,-0.157366736,1,0,4.229019165,5.054368836,-0.820495331,-0.252017279,-0.009377857,1,-4.229019165,-5,,0
286,BIGresearch,19,1,no,no,0.611345728,B/C,-0.030082992,1,0,1.889528275,4.344390565,-2.45000795,-3.720704481,-0.059236966,1,-1.889528275,-7.5,6.4,0
287,University of Texas at Tyler,458,5,no,no,0.614620767,B/C,0.088754364,0.6,0.6,6.617877197,5.799107866,0.823623672,0.838764221,0.175212745,4,0.521019936,-0.054417755,4.951616544,0
288,Cooper & Secrest,60,1,no,no,0.614701043,B/C,-0.039134577,0,0,2.640132904,6.184046929,-3.539059685,-4.960907426,-0.073535318,1,-2.640132904,,,0
289,OurProgress (The Progress Campaign),561,1,no,yes,0.616165494,F,,1,1,9.39239502,8.365918203,1.031331157,0.22314439,0.011744442,0,,,,0
290,Meeting Street Insights,204,4,no,no,0.618090971,B/C,0.71257853,0.5,0,4.057546139,5.064239196,-1.001838717,-0.447809474,-0.078643447,4,4.057546139,1.280954818,2.589868277,1.265172168
291,Analytical Group,11,1,no,no,0.61845525,B/C,0.059826293,1,0,4.036056519,5.176661107,-1.135750247,-1.746730231,-0.025891707,1,4.036056519,-1.333333333,6.666666667,0
292,The Polling Company Inc.,337,7,no,no,0.620072478,B/C,-1.067938553,0.714285714,0.571428571,6.255960192,5.308021554,0.952792979,0.875048381,0.193082073,7,-4.839899881,-3.324883065,6.250531053,0
293,Dynamics Marketing,83,1,no,no,0.620742315,B/C,0.03877656,1,0,3.018547058,6.154617548,-3.131216149,-4.65763166,-0.059832407,1,3.018547058,-7.5,,0
294,Vox Populi Communications,529,1,no,no,0.620742315,B/C,,1,0,3.522224426,7.922152821,-4.395074054,-3.978707102,-0.051110873,0,,,6,0
295,Diversified Research Inc,80,1,no,no,0.620742315,B/C,-0.064152785,1,0,4.99394989,6.554124574,-1.555320343,-2.783166076,-0.035752832,1,-4.99394989,,,0
296,Gotham Research Group,576,1,no,no,0.622881848,B/C,-0.173444973,1,0,5.752628326,5.804164914,-0.046682247,-1.563056099,-0.047127019,1,-5.752628326,1.770000076,4,1.387962869
297,Probolsky Research,259,3,no,no,0.623298173,B/C,-0.690098765,0.666666667,0.333333333,6.959641774,5.24321217,1.721283945,0.745941949,0.088297763,2,-9.125648499,-5.579999924,6.167808482,0
298,Centre College,47,1,no,no,0.629096495,B/C,0.153755333,1,0,3.853492737,4.892529149,-1.034182071,-0.070056662,-0.002795279,1,3.853492737,2.327529164,4.75,0.351537622
299,Market Trends Pacific,190,1,no,no,0.62921343,B/C,0.067351314,0.5,0,4.543716431,5.457385417,-0.908814646,-1.020951955,-0.015133527,1,4.543716431,2.5,,0
300,Cromer Group,65,1,no,no,0.629643223,B/C,-0.077436041,1,0,3.927379608,6.088251772,-2.156017823,-0.483626574,-0.009535652,1,-3.927379608,-3.346666463,,0
301,Schoen Cooperman Research,301,1,no,no,0.630353747,B/C,-0.062497344,1,0,2.386863708,5.370243436,-2.978525387,-1.049814138,-0.027488204,1,-2.386863708,-2.088709677,1.944444444,0.97358099
302,Neighborhood Research and Media,227,3,no,no,0.632720712,B/C,-0.059749117,0.333333333,0.666666667,6.965807279,7.017953531,-0.047291911,0.80738511,0.088590393,1,-3.422222137,-7.229166667,8.5,0
303,NRECA Market Research,223,1,no,no,0.633055903,B/C,0.069734221,1,0,6.265480042,5.440001735,0.830332647,-1.364873156,-0.015190914,1,6.265480042,,,0
304,Dartmouth College,72,3,no,no,0.634206419,B/C,,1,0.666666667,9.298865,8.594980148,0.708739193,0.369507011,0.013883476,0,,,,0
305,West Chester University,377,7,no,no,0.637789271,B/C,0.10627164,1,0.142857143,5.193498339,5.097989502,0.100363177,-0.047486979,-0.005113626,7,0.986876896,2.293927116,3.691488637,0.897230114
306,Liberty Opinion Research,169,1,no,no,0.640510378,B/C,,1,1,6.079864502,9.008068248,-2.923349406,0.053014806,0.002115304,0,,,2.5,0.514526591
307,ALG Research,14,20,no,no,0.642751679,B/C,1.312342016,0.575,0.35,6.310317039,5.869546982,0.445624398,0.904796526,0.360188068,20,3.29661808,5.859090866,4.818246478,0.107875496
308,Wick Communications,381,1,no,no,0.645255923,B/C,0.055897903,1,0,2.835014343,5.978589863,-3.138721179,-0.885618793,-0.017461722,1,2.835014343,4,5,1.193832781
309,Zimmerman & Associates/Marketing Intelligence,394,3,no,no,0.64988858,B/C,0.193824703,1,0,4.675465902,5.549925218,-0.869604976,0.165656355,0.00993406,3,3.232142131,0.65259244,2.199998856,0.721729713
310,Rossman Group,294,1,no,no,0.650626121,B/C,0.110269254,1,0,4.211341858,5.846049887,-1.629853688,0.69799803,0.018276294,1,4.211341858,4.666666667,,0
311,Victoria Research & Consulting,369,1,no,no,0.651796499,B/C,0.137615373,0.5,0,8.048267365,6.227888794,1.825232911,0.576228232,0.009852787,1,8.048267365,17.5,,0
312,"University of Nevada, Las Vegas",356,1,no,no,0.6523054,B/C,,1,1,8.909448624,8.321813455,0.592489509,0.800794144,0.024144393,0,,,,0
313,Pacific Market Research,459,2,no,no,0.653685161,B/C,-0.655527409,1,0.5,7.47683239,5.863477842,1.618208889,0.983974041,0.086269415,2,-7.47683239,-0.922499752,,0
314,Iona College,152,1,no,no,0.65491963,B/C,0.11419308,1,0,4.361198425,5.77343007,-1.407377305,-1.398690645,-0.036623143,1,4.361198425,-1.666666667,1.5,2.260663973
315,QEV Analytics,266,1,no,no,0.655862317,B/C,,0,0,6.367771149,5.673281247,0.699344242,-1.019376106,-0.024868413,0,,,3,1.905769189
316,West Virginia Research Center,378,2,no,no,0.657586085,B/C,0.163524781,0.5,0.5,6.446525574,5.210471722,1.240908192,0.944375241,0.023955347,2,6.446525574,3.8,5.333333333,0.016462645
317,CallFire,42,4,no,no,0.659066881,B/C,-0.434917242,0.75,0,3.93239975,4.244107616,-0.306853526,0.065510016,0.007245305,4,-3.93239975,-0.465113685,2.493135084,0.982052988
318,Becker Institute,26,5,no,no,0.663198355,B/C,0.352910526,0.8,0.4,7.657408905,6.297131804,1.365131442,1.103470094,0.074347638,5,5.237909698,0.069583352,9.221825407,0
319,Hill Research Consultants,140,5,no,no,0.663581858,B/C,-0.276909304,0.6,0.2,5.268373871,5.34671699,-0.073488779,-0.193617021,-0.014439722,5,-3.712976837,-2.778571429,2.694136288,1.297644866
320,TargetSmart/William & Mary,332,3,no,no,0.664161703,B/C,0.591019954,0.666666667,0.333333333,5.331492106,4.375202645,0.961143802,0.890358181,0.098700221,3,5.331492106,1.663733114,4.07396402,0.203183842
321,Rice University,286,2,no,no,0.668694653,B/C,0.172669142,1,0,5.91071701,5.082745594,0.832825757,0.057663658,0.001684522,2,5.91071701,-0.363636364,2.392080819,1.295967001
322,Independent Market Research,148,2,no,no,0.669578039,B/C,0.116747302,1,0.5,5.758111954,5.211989089,0.550977205,1.26591612,0.027868884,2,5.303129196,4.178571429,5.5,0.225156689
323,MarblePort,182,2,no,no,0.670489102,B/C,-0.398926025,1,1,5.559762955,4.593370166,0.971247129,1.202184794,0.086259577,2,-5.559762955,-3.433333333,6.063945295,0
324,University of Maryland,575,1,no,no,0.671294742,B/C,0.113598031,0,1,6.643642426,5.754330458,0.894166308,1.716559233,0.02935103,1,6.643642426,2.28,,0
325,TMR Research,328,2,no,no,0.671659373,B/C,0.173291474,0,0.5,7.871591568,5.559130743,2.317315166,1.585615342,0.034906997,2,7.871591568,6.666666667,,0
326,University of Georgia Survey Research Center,674,1,no,no,0.675615465,B/C,-0.108850112,1,1,9.779964447,5.680793417,4.10402537,2.459018207,0.027368648,1,-9.779964447,-0.75,,0
327,CrossTarget,66,2,no,no,0.676296024,B/C,-0.394771014,1,0.5,7.735822678,4.742460412,2.998216606,1.375332333,0.070185339,2,-7.735822678,-13.36923262,15.77645217,0
328,The Florida Poll,99,5,no,no,0.677183217,B/C,0.269314973,0.6,0,4.613794708,4.764556613,-0.145907564,0.702658396,0.061577442,5,3.073145294,0.52358942,3.565714182,0.549418787
329,Southeastern Louisiana University,309,8,no,no,0.677925566,B/C,0.095901751,0.875,0.375,6.572028875,5.009265785,1.567617431,1.191190193,0.157946063,8,0.723267317,1.247499969,7.084589676,0
330,R.L. Repass & Partners,268,1,no,no,0.678031647,B/C,,1,1,11.57935333,10.00894267,1.575265003,1.507918116,0.060166314,0,,,,0
331,A&A Research,2,1,no,no,0.678953346,B/C,-0.148867513,0,1,10.04303741,5.738853417,4.309038338,2.334648106,0.034606389,1,-10.04303741,,,0
332,Old Dominion University,238,1,no,no,0.681902842,B/C,0.144970282,1,0,4.481784821,5.334479422,-0.84784026,-1.050085282,-0.033966637,1,4.481784821,-0.807142803,0,2.783215958
333,Public Strategies Inc.,264,6,no,no,0.682334156,B/C,,1,0.333333333,7.979216894,8.29948396,-0.315412726,1.238398803,0.151638014,0,,,7.643708774,0
334,OpinionWorks,244,6,no,no,0.684761569,B/C,-0.456181423,0.916666667,0.5,7.287042618,5.311743933,1.980153025,1.222385625,0.181915873,6,-3.065315882,3.666666667,9.5,0
335,SmithJohnson Research,367,1,no,no,0.68663457,B/C,-0.193478539,1,0,8.513221741,6.137363484,2.380712598,2.227943914,0.050634101,1,-8.513221741,-15,,0
336,Harper Polling/Clarity Campaign Labs,513,1,no,no,0.686725671,B/C,0.343328098,0,0,6.988388062,5.954941091,1.038301311,1.599996731,0.078605228,1,6.988388062,4.75,,0
337,Feldman Group,93,2,no,no,0.686917662,B/C,0.20535218,0.5,0.5,6.676515579,5.430618724,1.250751196,-0.391294377,-0.019465448,2,4.127988815,0.688889398,1.456275362,1.988393116
338,Capital Survey Research Center,44,13,no,no,0.69052397,B/C,0.029648435,0.346153846,0.615384615,9.670362179,7.339496703,2.335719817,1.182406141,0.28552196,4,0.584562302,0.708333333,9.083471842,0
339,Illinois Wesleyan University,147,3,no,no,0.691146982,B/C,-0.3299534,1,0.333333333,8.178092957,5.624068504,2.558878793,1.578918474,0.063703057,3,-8.178092957,-5.873611132,5,0.249078153
340,Tulsa Surveys,341,1,no,no,0.696891443,B/C,-0.132413919,1,1,11.89712524,5.161915586,6.740063999,4.370622264,0.048644627,1,-11.89712524,,,0
341,TeleResearch Corporation,335,1,no,no,0.699537008,B/C,,1,1,8.888496399,8.69495131,0.19839943,2.795662266,0.06353654,0,,,11.25,0
342,Decision Forecasting,77,3,no,no,0.701551925,B/C,-0.053159481,1,0.666666667,8.093864441,4.721564514,3.377154267,1.662619023,0.062469536,3,-1.414833069,0.649833361,3.547525734,0.49928035
343,SoonerPoll.com,308,25,yes,no,0.701839801,C+,2.734870708,0.8,0.48,8.682242699,5.727292814,2.959804225,1.686369227,0.856768981,21,5.993773687,2.883332825,5.855930044,0.097862903
344,Southern Research Group,649,1,no,no,0.702438936,B/C,0.123812599,0,1,7.776733398,4.689560277,3.092027462,3.721611502,0.059251406,1,7.776733398,5.5,5.5,0
345,Great Lakes Strategies Group,125,1,no,no,0.705110307,B/C,-0.1972988,0,1,7.535125732,5.334399958,2.205580115,2.778827681,0.07276048,1,-7.535125732,-10,10,0
346,Hoffman Research Group,141,2,no,no,0.707737912,B/C,-0.400982744,1,0,5.245321274,4.714887432,0.535288183,-0.508776158,-0.038893797,2,-5.245321274,-1.26250124,2.060718206,2.189243642
347,University of Wisconsin (Badger Poll),365,8,yes,no,0.707824547,B/C,0.695098857,0.875,0.375,12.78543091,5.856165956,6.934119293,5.107604204,0.657289474,7,6.007245745,7.213419866,3.760023129,0.924107412
348,"California State University, Bakersfield",41,1,no,no,0.71044497,B/C,-0.126579012,0,1,9.853496552,6.104626058,3.753724834,4.982870103,0.064010452,1,-9.853496552,-14,,0
349,Minnesota State University Moorhead,211,4,no,no,0.710896955,B/C,0.464166624,1,0.75,9.203699112,5.200479311,4.008074141,1.838334314,0.119598,4,7.134679794,,,0
350,Multi-Quest International,220,4,no,no,0.711034463,B/C,-0.004522787,0.75,0.25,5.391483307,5.36095673,0.035380918,0.949338498,0.105297744,3,-0.045739492,0.551851767,3.213384057,0.566775637
351,Constituent Dynamics,58,7,no,no,0.711420477,B/C,,0.857142857,0.714285714,9.457359859,8.460331651,1.001882549,1.423295423,0.199257939,0,,,10.87636665,0
352,University of North Carolina,359,2,no,no,0.713461415,B/C,0.216546138,0.5,0.5,6.856529236,5.624614373,1.236769204,1.263700604,0.039910788,2,6.856529236,-0.287500381,1,1.485055311
353,Global Strategy Group/GBAO (Navigator Research),413,2,no,no,0.714329908,B/C,0.523821068,1,0,5.238210678,5.089631172,0.153433847,0.397494907,0.039749491,2,5.238210678,1.010704781,1.55729229,1.201804173
354,Detroit Free Press,663,1,no,no,0.714608601,B/C,0.133131692,1,1,8.981452942,5.342821221,3.643486061,2.739229905,0.040603487,1,8.981452942,2,2,2.000825919
355,Sky Research,665,1,no,no,0.715021332,B/C,-0.373235272,0,1,8.725540161,5.459213122,3.27118138,2.342295474,0.100191767,1,-8.725540161,-4.632780075,,0
356,Southern Opinion Research,311,2,no,no,0.718983382,B/C,0.019337016,1,0.5,8.5,5.373668926,3.131185414,3.042806656,0.066986764,2,0.878364563,4.166666667,3.5,0.69245437
357,American Research Group,9,277,yes,no,0.724170959,C+,0.076473418,0.750902527,0.400722022,7.530794867,7.004901459,0.530747748,0.866360754,0.770297569,86,0.113563626,-1.142137649,6.882220459,0
358,Opinion Consultants,241,2,no,no,0.727485488,B/C,-0.256030492,1,0.5,6.620656967,5.238506865,1.387004443,1.015196302,0.039259126,2,-6.620656967,-5.44166673,2.242640687,1.785901565
359,Arthur J. Finkelstein & Associates,16,1,no,no,0.731174468,B/C,-0.20259276,0,1,13.66749954,6.614494544,7.057859339,5.857637553,0.08682751,1,-13.66749954,,,0
360,Zata3,392,2,no,no,0.731422832,B/C,-0.201282166,1,0.5,10.17128181,6.041665246,4.134470909,2.455581887,0.125312147,2,-3.94426918,0,,0
361,GaPundit.com,111,2,no,no,0.732371557,B/C,0.55371975,0.25,1,8.256275177,5.356511452,2.904618065,2.135100918,0.143193816,2,8.256275177,3.027981217,,0
362,Baselice & Associates,23,2,no,no,0.732814604,B/C,0.304044432,1,0.5,10.02863216,5.737115298,4.296371206,3.331487308,0.101002824,2,10.02863216,8.75,4,0.126236931
363,MarketAide Services Inc.,191,1,no,no,0.734761771,B/C,0.166293806,1,1,11.21866608,5.9304748,5.293045617,6.099647514,0.090414813,1,11.21866608,9.5,,0
364,Redfield & Wilton Strategies,562,9,yes,no,0.734937259,B/C,2.202347367,0.777777778,0.666666667,6.607042101,3.460981436,3.150915005,2.640811777,0.880270592,9,6.607042101,2.529307956,2.997833313,0
365,Bannon Communications Research,21,2,no,no,0.735936273,B/C,0.327620069,1,0.5,10.37347794,6.048284898,4.330047379,3.46038035,0.109287363,2,10.37347794,8.333333333,21,0
366,Howey Politics/DePauw University,142,7,no,no,0.737021171,B/C,0.084007726,0.571428571,0.285714286,6.740425655,5.607273313,1.138006682,1.537890851,0.245802871,6,0.578418096,1.297258237,7.196152423,0
367,High Point University,139,3,yes,no,0.739942627,B/C,0.004599124,0.666666667,0.333333333,11.54118601,5.850491843,5.695548512,7.077572622,0.802580146,2,0.097974777,1.810572346,6.039410563,0
368,Forman Center,100,2,no,no,0.740228974,B/C,0.24226986,1,0.5,11.00486565,5.479212991,5.530506996,4.700320768,0.103476598,2,11.00486565,17.14285714,21,0
369,Kimball Political Consulting,163,6,no,no,0.740859909,B/C,-0.988388443,0.833333333,0.5,6.28728358,4.647312677,1.644825243,1.570361717,0.246867722,6,-6.28728358,-2.414999644,6.366648668,0
370,New Frontier Strategy,229,2,no,no,0.741587511,B/C,,0.5,1,14.05421734,8.091564779,5.9675069,2.449795285,0.143401762,0,,,10.18888919,0
371,SMS Research & Marketing Services,296,1,no,no,0.742124091,B/C,-0.166626657,0,1,9.74495697,4.610530379,5.139280932,2.978766843,0.050933212,1,-9.74495697,-1,1,2.880160549
372,HighGround Inc.,416,2,no,no,0.743089253,B/C,-0.389438797,0.5,0,4.441871643,5.640017799,-1.193291815,0.061345387,0.005378425,2,-4.441871643,-3.016805861,2.638004969,1.942356279
373,Abacus Associates,6,2,no,no,0.747966708,B/C,0.165755017,0.5,0.5,8.05563736,6.176356982,1.884134718,2.977452513,0.136311823,2,3.620578766,6.5,,0
374,Lester & Associates,293,1,no,no,0.757813807,B/C,,1,1,18.92186546,7.939957169,10.98676263,4.032942337,0.091655993,0,,,1.850000381,1.326949112
375,PSI,248,3,no,no,0.76145912,B/C,-0.042584807,0.666666667,0.666666667,11.68826612,8.402766326,3.290354133,2.95961545,0.111201544,1,-3.314998627,-4,2,0.796706568
376,Long Island University,633,1,no,no,0.765043656,B/C,0.344580199,1,1,6.547023773,3.423618362,3.128259752,2.976890595,0.156678452,1,6.547023773,2.74956976,2.73148134,0.074938867
377,Montana State University Billings,216,11,no,no,0.765127034,B/C,1.988396541,0.590909091,0.363636364,6.641133395,5.620000996,1.02598674,0.826402899,0.263557415,11,6.234757857,2.436363636,2.75,0.559230345
378,Dynata,283,2,no,no,0.765926638,B/C,,1,1,9.368056297,8.563656556,0.809254082,0.83769953,0.064283902,0,,,1,1.598656869
379,Gazette Communications,640,2,no,no,0.766558316,B/C,0.235580405,1,0.5,8.064261436,4.62637812,3.442737657,3.3113818,0.096735041,2,8.064261436,4.749999428,3.149998665,1.392265043
380,SocialSphere,307,2,no,no,0.766848817,B/C,-0.411726046,1,0,6.139068604,5.423947502,0.719975443,2.649176394,0.177671076,2,-6.139068604,-6.424999873,6.522497216,0
381,Jeffrey Stonecash,158,1,no,no,0.76958542,B/C,-0.225363511,1,1,11.42992401,5.395863045,6.038915307,6.613922889,0.130406544,1,-11.42992401,-16.66666667,22,0
382,Consumer Logic,59,2,no,no,0.772407612,B/C,0.307379871,0.5,0.5,10.20969963,5.53153725,4.683016721,4.202129055,0.126512036,2,10.20969963,10.05555556,4.299999237,0.587518016
383,20/20 Insight,1,8,no,no,0.772671009,B/C,0.519450118,0.625,0.25,10.15272641,6.185246429,3.972334324,1.549644685,0.353695757,5,2.937575531,3.179270583,6.887526543,0
384,Y2 Analytics,389,8,no,no,0.774314358,B/C,1.34958787,1,0.5,8.045513153,5.202396965,2.847970528,1.107633917,0.31449853,7,5.088503156,-2.625750897,4.44697822,0.350970382
385,Zia Poll,393,4,no,no,0.778639135,B/C,-0.830367874,0.75,0.5,5.355730057,3.573749436,1.786834961,1.821202031,0.282364429,4,-5.355730057,-5.332124996,5.859122918,0
386,Cherry Communications,49,5,no,no,0.780107662,B/C,-0.469948129,0.5,0.2,7.576317215,6.238062246,1.343109309,1.795094736,0.291714475,4,-3.253465652,-3.928865095,11.69348712,0
387,Glover Park Group,120,1,no,no,0.780278201,B/C,-0.342597117,0,1,11.36287689,6.520752892,4.846978341,5.045252472,0.152117194,1,-11.36287689,-7.25,,0
388,Baydoun Consulting,25,6,no,no,0.781192571,B/C,-0.969436737,0.833333333,0.666666667,6.843583425,5.37689725,1.471540516,1.826923684,0.287200384,4,-8.765375137,-6.805556222,8.004608246,0
389,Neighbor,226,1,no,no,0.784597615,B/C,-0.19026729,1,1,17.09513474,5.335849967,11.76413911,12.25084606,0.136350799,1,-17.09513474,-14,13,0
390,VCreek/AMG,501,1,no,no,0.784729406,B/C,0.41405989,1,1,7.867137909,4.713283131,3.158709118,0.879435896,0.0462861,1,7.867137909,0.730000305,0.430000305,2.546422823
391,Clout Research/Wenzel Strategies,55,16,no,no,0.785286862,B/C,-1.903883602,0.5625,0.4375,6.754145026,5.165877909,1.593121457,1.407843462,0.50131467,15,-5.697357814,-4.606280112,5.237259414,0
392,Hofstra University,558,2,no,no,0.788386023,B/C,0.643821144,1,1,6.438211441,4.440758582,2.0023072,2.199582256,0.219958226,2,6.438211441,2.236750953,2.528308264,0.140277971
393,Cometrends,631,1,no,no,0.788428123,B/C,0.397211778,1,1,7.547023773,3.875089707,3.676788407,3.496134331,0.18400707,1,7.547023773,3.760322448,3.353124857,0
394,Rainmaker Media Group,276,1,no,no,0.792730736,B/C,0.275462587,1,1,12.12059021,4.909713012,7.215731539,6.896266293,0.156730268,1,12.12059021,7.75,,0
395,Datamar Analytics,75,8,no,no,0.795611689,B/C,-0.271333666,0.6875,0.375,6.291676283,5.734910244,0.561620379,1.943263857,0.297013445,5,-2.778728485,-3.300689658,5.841690339,0
396,Open Model Project,629,2,no,no,0.797794411,B/C,-0.565237808,0,1,5.652378082,4.889192054,0.768040368,2.43394411,0.243394411,2,-5.652378082,-5.46562469,5.266666412,0
397,Lauer Johnson Research,167,1,no,no,0.800564794,B/C,0.272324604,0,1,13.81168365,6.004192203,7.812345792,8.185126212,0.161385918,1,13.81168365,17,,0
398,Lycoming College,176,3,no,no,0.801299969,B/C,0.483332869,0.666666667,0.333333333,7.268063863,6.083428579,1.189489625,2.02621716,0.134745287,3,7.268063863,5.666666667,4.962127475,1.154565287
399,Beacon Research,545,3,no,no,0.80246841,B/C,,1,0.666666667,7.971240362,6.546103251,1.429991451,2.053278869,0.293325553,0,,,,0
400,University of Alabama at Birmingham,344,2,no,no,0.810414171,B/C,-0.350882286,1,1,12.0112133,4.940563882,7.075503761,6.204896839,0.181262986,2,-12.0112133,-6,6.267949192,0
401,Saguaro Strategies,298,2,no,no,0.810621867,B/C,0.387185398,0,1,5.045509338,3.754951426,1.295412252,2.125802552,0.163131144,2,5.045509338,3.966666667,2.444444444,0.892988505
402,Ed Renwick/Loyola University New Orleans,85,10,no,no,0.81098827,B/C,0.895712997,0.8,0.4,7.855332947,5.139821583,2.720365705,1.996120398,0.320587413,9,6.175258213,4.339629642,6.051410744,0
403,WPA Intelligence (WPAi),383,17,no,no,0.813663785,B/C,-0.678769965,0.676470588,0.470588235,7.492368025,5.985615077,1.511607288,1.466481683,0.548977301,15,-2.079267375,-4.819983496,10.07049881,0
404,University of Colorado,580,2,no,no,0.814435796,B/C,0.515277856,1,0.5,6.71471405,4.882611392,1.836956999,3.068491313,0.235471773,2,6.71471405,7.307555601,,0
405,Patinkin Research Strategies,490,2,no,no,0.817096398,B/C,0.567130089,1,0,5.671300888,4.762511795,0.913643433,1.898537937,0.189853794,2,5.671300888,2.519230872,3.381250381,0.728426045
406,Slingshot Strategies,451,1,no,no,0.819080017,B/C,0.425725873,1,1,9.285785675,5.135433606,4.15520641,4.525798368,0.207494501,1,9.285785675,9,9,0
407,Baldwin Wallace University,401,2,no,no,0.820250619,B/C,0.72805717,0.5,0.5,8.304094315,5.071536737,3.237411918,2.883790877,0.252834872,2,8.304094315,3.546666781,,0
408,Univision/Latino Decisions/North Star Opinion Research,516,7,no,no,0.828266065,B/C,1.323086739,0.714285714,0.285714286,6.070222582,5.230565677,0.844511245,0.783179693,0.219290314,6,5.292346954,1.311874487,2.874891363,0.873770538
409,RMS Research,273,3,no,no,0.829247133,B/C,0.334572143,1,0.333333333,11.12290446,5.41821422,5.70954458,4.903184347,0.203482745,3,8.06195577,-5.8,4,0.231047901
410,Data West Polling,74,2,no,no,0.831464226,B/C,0.382568776,0.5,1,13.09588814,6.156274801,6.944467678,6.925470962,0.202313041,2,13.09588814,7.5,,0
411,Hays Research Group,136,9,no,no,0.831838008,B/C,0.977692634,0.777777778,0.444444444,8.030609767,5.194133751,2.841330357,2.008095176,0.362429181,5,10.69680023,4.125397334,7.349213551,0
412,brilliant corners Research & Strategies,564,1,no,no,0.832238817,B/C,0.64580576,0,1,12.27030945,5.883113619,6.39205017,4.328537518,0.227817764,1,12.27030945,4.292500019,,0
413,"Normington, Petts & Associates",232,12,no,no,0.834499138,B/C,0.861039255,0.583333333,0.5,7.553451538,6.110763551,1.447542327,1.618406211,0.426853957,12,3.264609019,3.57665346,3,0.099202949
414,WCIA-TV,373,2,no,no,0.837370782,B/C,-0.402067463,1,1,18.26351166,6.085304705,12.18306129,9.112890072,0.200618406,2,-18.26351166,-8.76984127,,0
415,Market Research Insight,185,19,no,no,0.838923567,B/C,-0.242058275,0.947368421,0.631578947,7.236588829,4.978781444,2.262661727,1.505234584,0.599512928,19,-0.607750842,1.038254159,7.452589716,0
416,Auburn University at Montgomery,588,2,no,no,0.849329975,B/C,0.786017609,1,0.5,7.860176086,4.428574095,3.436456332,2.037031956,0.203703196,2,7.860176086,0.244288526,2.700004578,0.912267794
417,USC Schwarzenegger Institute,648,1,no,no,0.85111973,B/C,0.412461733,1,1,7.836772919,3.395058319,4.44656894,4.687274873,0.246698678,1,7.836772919,7.859999847,7.433333079,0
418,Hickman Analytics,415,1,no,no,0.858758478,B/C,0.446499282,0,1,9.088420868,5.956972395,3.136302813,5.101696763,0.250638034,1,9.088420868,7.666666667,,0
419,GCR & Associates,110,1,no,no,0.864652545,B/C,,1,1,18.29655266,9.780529509,8.52087749,7.843686067,0.236491538,0,,,,0
420,ccAdvertising,396,33,no,no,0.86516263,C+,-2.639029472,0.848484848,0.757575758,7.363681446,5.330020139,2.038515648,1.487314888,0.707467889,33,-5.548050852,-4.3317292,7.005812303,0
421,Arizona State University,15,8,no,no,0.866433454,B/C,0.556458905,1,0.5,8.227585316,6.339161301,1.893278356,2.025491846,0.280997795,6,5.835334778,6.070740728,3.142654716,0.518524375
422,Hellenthal & Associates,137,5,no,no,0.867172504,B/C,0.37654201,0.4,0.4,8.07126236,5.937477445,2.138639255,2.545385929,0.354061338,3,4.278266907,0.605554157,14.79999924,0
